ticker,eps,dividend,tcl,tse,stable,total_cash,total_current_asset
HLBZF,,0.0573,"
2021-12-31    7.046300e+09
2020-12-31    5.878100e+09
2019-12-31    7.391700e+09
2018-12-31    6.264900e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.543720e+10
2020-12-31    1.327080e+10
2019-12-31    1.698720e+10
2018-12-31    1.542970e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.456449
2020-12-31    0.442935
2019-12-31    0.435134
2018-12-31    0.406029
dtype: float64","
2021-12-31    3.115100e+09
2020-12-31    2.857200e+09
2019-12-31    3.541500e+09
2018-12-31    2.585900e+09
Name: Cash, dtype: float64","
2021-12-31    8.142900e+09
2020-12-31    7.312200e+09
2019-12-31    8.356100e+09
2018-12-31    7.491500e+09
Name: Total Current Assets, dtype: float64"
SIUAF,,0.0323,"
2021-09-30    193492000.0
2020-09-30    188445000.0
2019-09-30    171387000.0
2018-09-30    161049000.0
Name: Total Current Liabilities, dtype: float64","
2021-09-30    539250000.0
2020-09-30    461677000.0
2019-09-30    490235000.0
2018-09-30    426573000.0
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    0.358817
2020-09-30    0.408175
2019-09-30    0.349602
2018-09-30    0.377541
dtype: float64","
2021-09-30    193189000.0
2020-09-30    162431000.0
2019-09-30    139020000.0
2018-09-30    143000000.0
Name: Cash, dtype: float64","
2021-09-30    496908000.0
2020-09-30    405420000.0
2019-09-30    393231000.0
2018-09-30    369766000.0
Name: Total Current Assets, dtype: float64"
AUVIP,,0.1094,"
2021-12-31    4453804.0
2020-12-31    2697408.0
2019-12-31    3002530.0
2018-12-31    2170097.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    32665704.0
2020-12-31     9754755.0
2019-12-31     1150219.0
2018-12-31    -1416617.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.136345
2020-12-31    0.276522
2019-12-31    2.610399
2018-12-31   -1.531887
dtype: float64","
2021-12-31     7922906.0
2020-12-31    11757930.0
2019-12-31     1029936.0
2018-12-31      793766.0
Name: Cash, dtype: float64","
2021-12-31    12812399.0
2020-12-31    12346504.0
2019-12-31     3496652.0
2018-12-31     3082489.0
Name: Total Current Assets, dtype: float64"
DCRDW,,,,,,,
NGD,-1.333333333,,"
2021-12-31    172900000.0
2020-12-31    158700000.0
2019-12-31    171900000.0
2018-12-31    130900000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    955900000.0
2020-12-31    789300000.0
2019-12-31    961300000.0
2018-12-31    944500000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.180877
2020-12-31    0.201064
2019-12-31    0.178820
2018-12-31    0.138592
dtype: float64","
2021-12-31    481500000.0
2020-12-31    186300000.0
2019-12-31     83400000.0
2018-12-31    103700000.0
Name: Cash, dtype: float64","
2021-12-31    686300000.0
2020-12-31    418800000.0
2019-12-31    229200000.0
2018-12-31    290400000.0
Name: Total Current Assets, dtype: float64"
HSBA.L,0.031904762,0.049000002,"
2021-12-31    2.401107e+12
2020-12-31    2.433438e+12
2019-12-31    2.179245e+12
2018-12-31    2.041708e+12
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.758360e+11
2020-12-31    1.740290e+11
2019-12-31    1.630840e+11
2018-12-31    1.638860e+11
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    13.655378
2020-12-31    13.982945
2019-12-31    13.362715
2018-12-31    12.458099
dtype: float64","
2021-12-31    4.292250e+11
2020-12-31    3.184510e+11
2019-12-31    1.649460e+11
2018-12-31    1.818080e+11
Name: Cash, dtype: float64","
2021-12-31    1.242319e+12
2020-12-31    1.240072e+12
2019-12-31    1.032022e+12
2018-12-31    9.678950e+11
Name: Total Current Assets, dtype: float64"
BHM,,,"
2021-12-31    79381000.0
2020-12-31    63344000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    439219000.0
2020-12-31     52845000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.180732
2020-12-31    1.198675
dtype: float64","
2021-12-31    128861000.0
2020-12-31     41021000.0
Name: Cash, dtype: float64","
2021-12-31    180201000.0
2020-12-31     81427000.0
Name: Total Current Assets, dtype: float64"
0A8R.L,,,"
2021-12-31    568854000.0
2020-12-31    388138000.0
2019-12-31    259357000.0
2018-12-31    225072000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.065139e+09
2020-12-31    3.488100e+09
2019-12-31    1.876287e+09
2018-12-31    1.273943e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.185588
2020-12-31    0.111275
2019-12-31    0.138229
2018-12-31    0.176674
dtype: float64","
2021-12-31    424834000.0
2020-12-31    558424000.0
2019-12-31    274562000.0
2018-12-31     78186000.0
Name: Cash, dtype: float64","
2021-12-31    2.869194e+09
2020-12-31    3.062384e+09
2019-12-31    1.176641e+09
2018-12-31    6.535950e+08
Name: Total Current Assets, dtype: float64"
MPB,0.652811084,0.024500001,"
2021-12-31    4.076450e+09
2020-12-31    2.602204e+09
2019-12-31    1.914602e+09
2018-12-31    1.771388e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    490076000.0
2020-12-31    255688000.0
2019-12-31    237874000.0
2018-12-31    223209000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31     8.317996
2020-12-31    10.177263
2019-12-31     8.048807
2018-12-31     7.936006
dtype: float64","
2021-12-31    912152000.0
2020-12-31    303224000.0
2019-12-31    139030000.0
2018-12-31     40065000.0
Name: Cash, dtype: float64","
2021-12-31    941218000.0
2020-12-31    343034000.0
2019-12-31    155612000.0
2018-12-31     51028000.0
Name: Total Current Assets, dtype: float64"
UPTDU,,,,,,,
HMACR,,,,,,,
BANC,4.59375,0.0147,"
2021-12-31    7.536507e+09
2020-12-31    6.154589e+09
2019-12-31    5.518202e+09
2018-12-31    7.983153e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    970334000.0
2020-12-31    712329000.0
2019-12-31    717420000.0
2018-12-31    714406000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31     7.766920
2020-12-31     8.640093
2019-12-31     7.691731
2018-12-31    11.174532
dtype: float64","
2021-12-31    228123000.0
2020-12-31    220819000.0
2019-12-31    373472000.0
2018-12-31    391592000.0
Name: Cash, dtype: float64","
2021-12-31    273548000.0
2020-12-31    260169000.0
2019-12-31    428330000.0
2018-12-31    424099000.0
Name: Total Current Assets, dtype: float64"
PBFX,0.866108787,0.0559,"
2021-12-31    28674000.0
2020-12-31    43883000.0
2019-12-31    47706000.0
2018-12-31    65979000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    248696000.0
2020-12-31    167217000.0
2019-12-31    105083000.0
2018-12-31     23718000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.115297
2020-12-31    0.262431
2019-12-31    0.453984
2018-12-31    2.781811
dtype: float64","
2021-12-31    33904000.0
2020-12-31    36284000.0
2019-12-31    34966000.0
2018-12-31    19908000.0
Name: Cash, dtype: float64","
2021-12-31    104653000.0
2020-12-31    103476000.0
2019-12-31     94201000.0
2018-12-31     69069000.0
Name: Total Current Assets, dtype: float64"
KNKBF,,,"
2021-12-31    1.829000e+09
2020-12-31    2.560000e+08
2019-12-31    3.545000e+09
2018-12-31    6.640000e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-31    7.239100e+10
2020-12-31    1.116710e+11
2019-12-31    7.329500e+10
2018-12-31    7.050300e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.025266
2020-12-31    0.002292
2019-12-31    0.048366
2018-12-31    0.009418
dtype: float64","
2021-12-31    3.860000e+09
2020-12-31    3.711000e+09
2019-12-31    2.230000e+08
2018-12-31    3.370000e+08
Name: Cash, dtype: float64","
2021-12-31    1.078400e+10
2020-12-31    7.918000e+09
2019-12-31    3.957000e+09
2018-12-31    5.400000e+08
Name: Total Current Assets, dtype: float64"
DGWPF,,0.0038,"
2021-12-31    9.349070e+08
2020-12-31    1.152923e+09
2019-12-31    7.465890e+08
2018-12-31    7.233320e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.259911e+09
2020-12-31    1.032900e+09
2019-12-31    1.074803e+09
2018-12-31    1.079234e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.742042
2020-12-31    1.116200
2019-12-31    0.694629
2018-12-31    0.670227
dtype: float64","
2021-12-31    445746000.0
2020-12-31    497330000.0
2019-12-31    196314000.0
2018-12-31    179561000.0
Name: Cash, dtype: float64","
2021-12-31    1.991703e+09
2020-12-31    2.147028e+09
2019-12-31    1.509478e+09
2018-12-31    1.476504e+09
Name: Total Current Assets, dtype: float64"
FISI,0.884025014,0.044899996,"
2021-12-31    4.874018e+09
2020-12-31    4.303902e+09
2019-12-31    3.837920e+09
2018-12-31    3.838464e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    487850000.0
2020-12-31    451035000.0
2019-12-31    421619000.0
2018-12-31    378965000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31     9.990813
2020-12-31     9.542279
2019-12-31     9.102816
2018-12-31    10.128809
dtype: float64","
2021-12-31     79112000.0
2020-12-31     93878000.0
2019-12-31    106547000.0
2018-12-31     97255000.0
Name: Cash, dtype: float64","
2021-12-31    120514000.0
2020-12-31    136974000.0
2019-12-31    135670000.0
2018-12-31    108370000.0
Name: Total Current Assets, dtype: float64"
SCCE,,,,,,,
SMDS.L,1.298717949,0.0511,"
2022-04-30    3.567000e+09
2021-04-30    2.456000e+09
2020-04-30    2.220000e+09
2019-04-30    2.476000e+09
Name: Total Current Liabilities, dtype: float64","
2022-04-30    4.232000e+09
2021-04-30    3.533000e+09
2020-04-30    3.350000e+09
2019-04-30    3.111000e+09
Name: Total Stockholder Equity, dtype: float64","
2022-04-30    0.842864
2021-04-30    0.695160
2020-04-30    0.662687
2019-04-30    0.795886
dtype: float64","
2022-04-30    819000000.0
2021-04-30    813000000.0
2020-04-30    595000000.0
2019-04-30    382000000.0
Name: Cash, dtype: float64","
2022-04-30    3.108000e+09
2021-04-30    2.296000e+09
2020-04-30    1.951000e+09
2019-04-30    2.176000e+09
Name: Total Current Assets, dtype: float64"
FA,4.390243902,,"
2021-12-31    109306000.0
2020-12-31     97838000.0
2019-12-31     78433000.0
2008-12-31    102801000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.132238e+09
2020-12-31    7.942700e+08
2019-12-31   -9.421700e+07
2008-12-31    8.928500e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.096540
2020-12-31    0.123180
2019-12-31   -0.832472
2008-12-31    0.115138
dtype: float64","
2021-12-31    292642000.0
2020-12-31    152818000.0
2019-12-31     80620000.0
2008-12-31     52361000.0
Name: Cash, dtype: float64","
2021-12-31    466160000.0
2020-12-31    277778000.0
2019-12-31    185903000.0
2008-12-31    205643000.0
Name: Total Current Assets, dtype: float64"
TBLT,0.087719298,,"
2021-12-31    21058002.0
2020-12-31     8144641.0
2019-12-31     7243132.0
2018-12-31    27810005.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    57896523.0
2020-12-31    19346053.0
2019-12-31    -1589992.0
2018-12-31   -18959307.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.363718
2020-12-31    0.420998
2019-12-31   -4.555452
2018-12-31   -1.466826
dtype: float64","
2021-12-31    7472224.0
2020-12-31    2194850.0
2019-12-31      25063.0
2018-12-31    5459884.0
Name: Cash, dtype: float64","
2021-12-31    64870205.0
2020-12-31    24296037.0
2019-12-31     9224052.0
2018-12-31     8590488.0
Name: Total Current Assets, dtype: float64"
XL,0.0330033,,"
2021-12-31    16633000.0
2020-12-31     9083000.0
2019-12-31    15489000.0
2018-12-31     7352000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    361810000.0
2020-12-31    188896000.0
2019-12-31    -13700000.0
2018-12-31    -50159000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.045972
2020-12-31    0.048085
2019-12-31   -1.130584
2018-12-31   -0.146574
dtype: float64","
2021-12-31    351676000.0
2020-12-31    329641000.0
2019-12-31      3386000.0
2018-12-31      5681000.0
Name: Cash, dtype: float64","
2021-12-31    374605000.0
2020-12-31    345320000.0
2019-12-31      7081000.0
2018-12-31     12559000.0
Name: Total Current Assets, dtype: float64"
FHLTU,,,,,,,
ATLO,,0.048299998,"
2021-12-31    1.926263e+09
2020-12-31    1.761430e+09
2019-12-31    1.544603e+09
2018-12-31    1.268222e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    207778000.0
2020-12-31    209487000.0
2019-12-31    187579472.0
2018-12-31    172865064.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    9.270775
2020-12-31    8.408302
2019-12-31    8.234393
2018-12-31    7.336487
dtype: float64","
2021-12-31     89129000.0
2020-12-31    173097000.0
2019-12-31     25882880.0
2018-12-31     23645066.0
Name: Cash, dtype: float64","
2021-12-31    116175000.0
2020-12-31    204287000.0
2019-12-31    162133382.0
2018-12-31     67088039.0
Name: Total Current Assets, dtype: float64"
SMAPW,,,,,,,
BBIG,,,"
2021-12-31    70089546.0
2020-12-31    11285663.0
2019-12-31    12973319.0
2018-12-31     8878936.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    113424913.0
2020-12-31     15415833.0
2019-12-31      7772130.0
2018-12-31     14988063.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.617938
2020-12-31    0.732083
2019-12-31    1.669210
2018-12-31    0.592400
dtype: float64","
2021-12-31    87612176.0
2020-12-31      249356.0
2019-12-31      234234.0
2018-12-31     2052731.0
Name: Cash, dtype: float64","
2021-12-31    219741467.0
2020-12-31      5342183.0
2019-12-31      4955365.0
2018-12-31      5465484.0
Name: Total Current Assets, dtype: float64"
IRAO.ME,1.068627451,0.0832,"
2020-12-31    1.405160e+11
2019-12-31    1.276870e+11
2018-12-31    1.782550e+11
2017-12-31    1.417580e+11
Name: Total Current Liabilities, dtype: float64","
2020-12-31    6.139410e+11
2019-12-31    5.508390e+11
2018-12-31    4.832690e+11
2017-12-31    4.578190e+11
Name: Total Stockholder Equity, dtype: float64","
2020-12-31    0.228875
2019-12-31    0.231805
2018-12-31    0.368853
2017-12-31    0.309638
dtype: float64","
2020-12-31    1.811160e+11
2019-12-31    9.592400e+10
2018-12-31    1.537470e+11
2017-12-31    1.420620e+11
Name: Cash, dtype: float64","
2020-12-31    4.512290e+11
2019-12-31    3.822370e+11
2018-12-31    3.599450e+11
2017-12-31    2.927550e+11
Name: Total Current Assets, dtype: float64"
SLGG,0.305064063,,"
2021-12-31     5590000.0
2020-12-31     1829000.0
2019-12-31     1004000.0
2018-12-31    11781000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    90697000.0
2020-12-31    10940000.0
2019-12-31    13443000.0
2018-12-31    -6794000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.061634
2020-12-31    0.167185
2019-12-31    0.074686
2018-12-31   -1.734030
dtype: float64","
2021-12-31    14533000.0
2020-12-31     7942000.0
2019-12-31     8442000.0
2018-12-31     2774000.0
Name: Cash, dtype: float64","
2021-12-31    22195000.0
2020-12-31     9367000.0
2019-12-31     9659000.0
2018-12-31     3749000.0
Name: Total Current Assets, dtype: float64"
PSN.L,1.386122244,0.1778,"
2021-12-31    8.852000e+08
2020-12-31    8.747000e+08
2019-12-31    9.962000e+08
2018-12-31    1.123900e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.625200e+09
2020-12-31    3.518400e+09
2019-12-31    3.258300e+09
2018-12-31    3.194500e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.244180
2020-12-31    0.248607
2019-12-31    0.305742
2018-12-31    0.351823
dtype: float64","
2021-12-31    1.246600e+09
2020-12-31    1.234100e+09
2019-12-31    8.439000e+08
2018-12-31    1.048100e+09
Name: Cash, dtype: float64","
2021-12-31    4.322500e+09
2020-12-31    4.244800e+09
2019-12-31    4.068600e+09
2018-12-31    4.215700e+09
Name: Total Current Assets, dtype: float64"
KR,0.883792049,0.0228,"
2022-01-29    1.632300e+10
2021-01-30    1.536600e+10
2020-02-01    1.424300e+10
2019-02-02    1.427400e+10
Name: Total Current Liabilities, dtype: float64","
2022-01-29    9.452000e+09
2021-01-30    9.576000e+09
2020-02-01    8.602000e+09
2019-02-02    7.886000e+09
Name: Total Stockholder Equity, dtype: float64","
2022-01-29    1.726936
2021-01-30    1.604637
2020-02-01    1.655778
2019-02-02    1.810043
dtype: float64","
2022-01-29    1.821000e+09
2021-01-30    1.687000e+09
2020-02-01    3.990000e+08
2019-02-02    4.290000e+08
Name: Cash, dtype: float64","
2022-01-29    1.217400e+10
2021-01-30    1.250300e+10
2020-02-01    1.089000e+10
2019-02-02    1.080300e+10
Name: Total Current Assets, dtype: float64"
OCCIN,,0.0594,"
2021-10-31    8038374.0
2020-10-31    1289786.0
2019-10-31    1652058.0
2018-10-31     714734.0
Name: Total Current Liabilities, dtype: float64","
2021-10-31    108100995.0
2020-10-31     41475608.0
2019-10-31     45855308.0
2018-10-31     50386507.0
Name: Total Stockholder Equity, dtype: float64","
2021-10-31    0.074360
2020-10-31    0.031097
2019-10-31    0.036028
2018-10-31    0.014185
dtype: float64","
2021-10-31    14995759.0
2020-10-31     6447062.0
2019-10-31     3931208.0
2018-10-31     9056303.0
Name: Cash, dtype: float64","
2021-10-31    15284964.0
2020-10-31     6447062.0
2019-10-31     3985270.0
2018-10-31     9225301.0
Name: Total Current Assets, dtype: float64"
IPVIW,,,,,,,
0QK6.L,,,,,,,
ESM,,,"
2021-12-31    2110271.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -23115623.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.091292
dtype: float64","
2021-12-31    1144155.0
Name: Cash, dtype: float64","
2021-12-31    1335646.0
Name: Total Current Assets, dtype: float64"
AGTI,7.1,,"
2021-12-31    208530000.0
2020-12-31    159531000.0
2019-12-31    113275000.0
2018-12-31    116769000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    895952000.0
2020-12-31    441801000.0
2019-12-31    456693000.0
2018-12-31    -67850000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.232747
2020-12-31    0.361092
2019-12-31    0.248033
2018-12-31   -1.720987
dtype: float64","
2021-12-31     74325000.0
2020-12-31    206505000.0
2019-12-31            NaN
2018-12-31      7340000.0
Name: Cash, dtype: float64","
2021-12-31    357884000.0
2020-12-31    402367000.0
2019-12-31    130192000.0
2018-12-31    134055000.0
Name: Total Current Assets, dtype: float64"
FURY,,,"
2021-12-31     5116000.0
2020-12-31    11295000.0
2019-12-31     4005000.0
2018-12-31     1153000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    157355000.0
2020-12-31    166272000.0
2019-12-31     36823000.0
2018-12-31     40479000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.032512
2020-12-31    0.067931
2019-12-31    0.108764
2018-12-31    0.028484
dtype: float64","
2021-12-31     3259000.0
2020-12-31    15361000.0
2019-12-31      660000.0
2018-12-31     1653000.0
Name: Cash, dtype: float64","
2021-12-31     4688000.0
2020-12-31    19648000.0
2019-12-31     1712000.0
2018-12-31     2613000.0
Name: Total Current Assets, dtype: float64"
